INVNRS,ONDERWERP,TERM,URI
41605,Situatie,,
41606,Situatie,,
41607,Situatie,,
41608,Situatie,,
41609,Situatie,,
41610,Situatie,,
41611,Situatie,,
41612,Situatie,,
41613,Situatie,,
41614,Situatie,,
41615,Situatie,,
41616,Situatie,,
41617,Situatie,,
41618,Situatie,,
41619,Situatie,,
41620,Situatie,,
41621,Situatie,,
41622,Situatie,,
41623,Situatie,,
41625,Toegangspaden,,
41626,Pers-,,
41627,Ringspoorbaan.,,
41628,Hek,,
41629,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
41630,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
41631,Stalen,,
41632,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
41633,Steiger,Steiger,http://vocab.getty.edu/aat/300404856
41634,Aanlegsteiger,,
41635,Zanaanvulling.,,
41636,Walmuren,,
41637,Proefdraaiplaats,,
41638,Walmuren,,
41639,Dekstenen.,,
41640,Loopsteigers,,
41641,Centrale,,
41642,Centrale,,
41643,Artis,Artis,http://vocab.getty.edu/aat/300000348
41644,Centrale,,
41645,Centrale,,
41646,De,,
41647,De,,
41648,De,,
41649,De,,
41650,Situaties,,
41651,Haven,,
41652,Haven,,
41653,Situatie,,
41654,Amsterdam,,
41655,Amsterdam,,
41656,Brug,Brug,http://vocab.getty.edu/aat/300007836
41657,Drainage,,
41658,Situatie,,
41659,Situatie,,
41660,Situatie,,
41661,Situatie,,
41662,Situatie,,
41663,Situatie,,
41664,Situatie,,
41665,Situatie,,
41666,Situatie,,
41667,Situatie,,
41668,Situatie,,
41669,Situatie,,
41670,Situatie,,
41671,Situatie,,
41672,Situatie,,
41673,Situatie,,
41674,Situatie,,
41675,Situatie,,
41676,Situatie,,
41677,Situatie,,
41678,Situatie,,
41679,Situatie,,
41680,Situatie,,
41681,Situatie,,
41682,Situatie,,
41683,Sportplastiek.,,
41684,Basketbalveld,,
41685,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41686,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41687,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41688,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41689,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41690,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41691,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41692,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41693,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41694,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
41695,Houtplastiek.,,
41696,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
41697,Finische-Huisje.,,
41698,Bestrating,,
41699,Bestrating,,
41700,Bestrating,,
41701,Bestrating,,
41702,Bestrating,,
41703,Bestrating,,
41704,Bestrating,,
41705,Bestrating,,
41706,Bestrating,,
41707,Bestrating,,
41708,Bestrating,,
41709,Bestrating,,
41710,Bestrating,,
41711,Bestrating,,
41712,Situatie,,
41713,Bestrating,,
41714,Situatie,,
41715,Toegangspaden,,
41716,Kromme,,
41717,Bestrating,,
41718,Bestrating,,
41719,Bestrating,,
41720,Bestrating,,
41721,Bestrating,,
41722,Bestrating,,
41723,Bestrating,,
41724,Bestrating,,
41725,Bestrating,,
41726,Bestrating,,
41727,Bestrating,,
41728,Bestrating,,
41729,Bestrating,,
41730,Bestrating,,
41731,Bestrating,,
41732,Bestrating,,
41733,Bestrating,,
41734,Uitzchtplateau.,,
41735,Drainage,,
41736,Zwanenburgwal,,
41737,Bestrating,,
41738,Bestrating,,
41739,Bestrating,,
41740,Bestrating,,
41741,Situatie,,
41742,Situaties,,
41743,Situatie,,
41744,Situatie,,
41745,Situatie,,
41746,Situatie,,
41747,Situatie,,
41748,Situatie,,
41749,Situatie,,
41750,Situatie,,
41751,Situatie,,
41752,Situatie,,
41753,Situatie,,
41754,Situatie,,
41755,Situatie,,
41756,Situatie,,
41757,Situatie,,
41758,Situatie,,
41759,Situatie,,
41760,Situatie,,
41761,Situatie,,
41762,Situatie,,
41763,Situatie,,
41764,Situatie,,
41765,Situatie,,
41766,Situatie,,
41767,Situatie,,
41768,Situatie,,
41769,Molen,,
41770,Molen,,
41771,Situatie,,
41772,Situatie,,
41773,Situatie,,
41774,Situatie,,
41775,Situatie,,
41776,Situatie,,
41777,Situatie,,
41778,Situatie,,
41779,Situatie,,
41780,Situatie,,
41781,Situatie,,
41782,Situatie,,
41784,Situatie,,
41785,Parkeerterreinen.,,
41786,Situatie,,
41787,Situatie,,
41788,Situatie,,
41789,Situatie,,
41790,Situatie,,
41791,Situatie,,
41792,Situatie,,
41793,Situatie,,
41794,Situatie,,
41795,Situatie,,
41796,Situatie,,
41797,Situatie,,
41798,Situatie,,
41799,Situatie,,
41800,Situatie,,
41801,Situatie,,
41802,Situatie,,
41803,Situatie,,
41804,Situatie,,
41805,Situatie,,
41806,Situatie,,
41807,Afgraven,,
41808,Slopen,,
41809,Slopen,,
41810,Slopen,,
41811,Aanleg,,
41812,Basaltglooiing,,
41813,Verwarmingstinstallatie.,,
41814,Centrale,,
41815,Oliekachelverwarming,,
41816,Oliekachelverwarming,,
41817,Oliekachelverwarming,,
41818,Oliekachelverwarming,,
41819,Victoriaplein.,,
41820,Situatie,,
41821,Situatie,,
41822,Situatie,,
41823,Situatie,,
41824,Situatie,,
41825,Brug,Brug,http://vocab.getty.edu/aat/300007836
41826,Brug,Brug,http://vocab.getty.edu/aat/300007836
41827,Walmuren,,
41828,Brug,Brug,http://vocab.getty.edu/aat/300007836
41829,Trappen,,
41830,Situatie,,
41831,Situatie,,
41832,Situatie,,
41833,Situatie,,
41834,Situatie,,
41835,Situatie,,
41836,Situatie,,
41837,Situatie,,
41838,Situatie,,
41839,Situatie,,
41840,Situatie,,
41841,Situatie,,
41842,Situatie,,
41843,Situatie,,
41844,G.E.B.,G.E.B.,http://vocab.getty.edu/aat/300000414
41845,Situatie,,
41846,Situatie,,
41847,Situatie,,
41848,Situatie,,
41849,Restauratieplan,,
41850,Restauratieplan,,
41851,Geleiderol.,,
41852,Gevelafdekplaten.,,
41853,Restauratieplan,,
41854,Leidsegracht,,
41855,Restauratieplan,,
41856,Voorgevel,Voorgevel,http://vocab.getty.edu/aat/300002526
41857,Restauratieplan,,
41858,Krijtmolen,,
41859,Restauratieplan,,
41860,Restauratieplan,,
41861,Raamverdeling.,,
41862,Restauratieplan,,
41863,Restauratieplan,,
41864,Restauratieplan,,
41865,Restauratieplan,,
41866,Restauratieplan,,
41867,Restauratieplan,,
41868,Restauratieplan,,
41869,Restauratieplan,,
41870,Restauratieplan,,
41871,St.,,
41872,Restauratieplan,,
41873,Restauratieplan,,
41874,Voorgevel,Voorgevel,http://vocab.getty.edu/aat/300002526
41875,Restauratieplan,,
41876,Grill's,,
41877,Restauratieplan,,
41878,Opmeting,,
41879,Restauratieplan,,
41880,Inrichting,,
41881,Duikers,,
41882,Afgraven,,
41883,Afgravingen.,,
41884,Parkeerruimte.,,
41885,Centrale,,
41886,Centrale,,
41887,Oliekachelverwarming,,
41888,Centrale,,
41889,Oliekachelverwarming,,
41890,Oliekachelverwarming,,
41891,Ontwerp,,
41892,Gevelwamdem.,,
41893,Situatie-Kaart.,,
41894,Oliekachelverwarming,,
41895,Oliekachelverwarming,,
41896,Brug,Brug,http://vocab.getty.edu/aat/300007836
41897,Brug,Brug,http://vocab.getty.edu/aat/300007836
41898,Gijsbercht,,
41899,Situatie,,
41901,Situatie,,
41902,Situatie,,
41903,Situatie,,
41904,Situatie,,
41905,Situatie,,
41906,Situatie,,
41907,Situaties,,
41908,Situatie,,
41909,Situatie,,
41910,Situatie,,
41911,Situatie,,
41912,Situatie,,
41913,Situatie,,
41914,Situatie,,
41915,Situatie,,
41916,Situatie,,
41917,Situatie,,
41918,Situatie,,
41919,Situatie,,
41920,Situatie,,
41921,Situatie,,
41922,Situatie,,
41923,Situatie,,
41924,Situaties,,
41925,Situatie,,
41926,Situatie,,
41927,Situatie,,
41928,Situatie,,
41929,Situatie,,
41930,Situatie,,
41931,Situatie,,
41932,Situatie,,
41933,Situatie,,
41934,Situatie,,
41935,Situatie,,
41936,Staten,,
41937,Prijzen.,,
41938,Tarieven.,,
41939,Begrotingen.,,
41940,Situatie,,
41941,Situatie,,
41942,Amsterdam,,
41943,Brug,Brug,http://vocab.getty.edu/aat/300007836
41944,Brug,Brug,http://vocab.getty.edu/aat/300007836
41945,Brug,Brug,http://vocab.getty.edu/aat/300007836
41946,Brug,Brug,http://vocab.getty.edu/aat/300007836
41947,Brug,Brug,http://vocab.getty.edu/aat/300007836
41949,Damwang,,
41950,Grondverbetering,,
41951,Hek,,
41952,Bestratingsplaten.,,
41953,Onderbouw,,
41954,Kraagliggers.,,
41955,Onderbouw,,
41956,Situatie,,
41957,Situaties,,
41958,Situatie,,
41959,Situatie,,
41960,Situatie,,
41961,Situatie,,
41962,Situatie,,
41963,Situatie,,
41964,Situatie,,
41965,Situatie,,
41966,Afsluithek,,
41967,Ondersteuning,,
41968,Richtingzoeker.,,
41969,Trammast.,,
41970,Inspectieluiken.,,
41971,Oliebuffer.,,
41972,Kettingspanner.,,
41973,Remgarnituur.,,
41974,Bewegingswerk,,
41975,Sloop,,
41976,Bladkaarten,,
41977,Bladkaarten,,
41978,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
41979,Loswal,,
41980,Te,,
41981,Te,,
41982,Te,,
41983,Te,,
41984,Archiefgebouw,,
41985,Oliekachelverwarming,,
41986,Onderbouw,,
41987,Boven-,,
41988,Situatie,,
41989,Situatie,,
41990,Situatie,,
41991,Situatie,,
41992,Situatie,,
41993,Situatie,,
41994,Situatie,,
41995,Situatie,,
41996,Situatie,,
41997,Situatie,,
41998,Parkeerplaats,,
41999,Stopverbod.,,
42000,Bestrating,,
42001,Schutsluis.,,
42003,Situatie,,
42004,Situatie,,
42005,Situatie,,
42006,Situatie,,
42007,Situatie,,
42008,Situatie,,
42009,Situatie,,
42010,Aanleg,,
42011,Uitbreidingsplan,,
42012,Uitbreidingsplan,,
42013,Uitbreidingsplan,,
42014,Ketelvloeren.,,
42015,Uitbreidingsplan,,
42016,Div.,,
42017,Centrale,,
42018,Centrale,,
42019,Ventilatie-Inrichting,,
42020,Centrale,,
42021,Te,,
42022,Ophoging,,
42023,Omlegging,,
42036,Omlegging,,
42037,Wegenplan.,,
42038,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42039,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42040,Uitbreidingsplan,,
42041,Situatie,,
42042,Situatie,,
42043,Situatie,,
42044,Situatie,,
42045,Situatie,,
42046,Situatie,,
42047,Situatie,,
42048,Situatie,,
42049,Situatie,,
42050,Situatie,,
42051,Situatie,,
42052,Situatie,,
42053,Situatie,,
42054,Situatie,,
42055,Situatie,,
42056,Situatie,,
42057,Situaties,,
42058,Situatie,,
42059,Situatie,,
42060,Situaties,,
42061,Situatie,,
42062,Situatie,,
42063,Situatie,,
42064,Situatie,,
42065,Situatie,,
42066,Situatie,,
42067,Situatie,,
42068,Situatie,,
42069,Situatie,,
42070,Situatie,,
42071,Situatie,,
42076,Situatie,,
42079,Situatie,,
42080,Kleuterschool,,
42081,Kleuterschool,,
42082,Kleuterschool,,
42084,Kleuterschool,,
42086,Kleuterschool,,
42088,Kleuterschool,,
42089,Kleuterschool,,
42091,Kleuterschool,,
42094,Fundering,,
42096,Bestrating,,
42097,Situatie,,
42098,Situatie,,
42099,Situatie,,
42100,Prefabschool.,,
42101,Prefabschool.,,
42102,Inlaatduiker.,,
42103,Te,,
42104,Fonteingroep,,
42105,Situatie,,
42106,Situatie,,
42107,Verkeersweg.,,
42108,Situaties,,
42109,Werkschema's.,,
42110,Kantoor,,
42111,Situatie,,
42112,Situatie,,
42113,Situatie,,
42114,Tentoonstellingsterrein,,
42115,Straatnamen.,,
42116,Situaties,,
42117,Kamerindeling.,,
42118,Olietank,,
42119,Warmwater-Pompverwarming.,,
42121,Onderbouw,,
42122,Ophoging,,
42123,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42124,Noodscholen,,
42125,Noodscholen,,
42126,Noodscholen,,
42127,Noodscholen,,
42128,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42129,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42130,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42131,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42132,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42133,Noodscholen,,
42134,Toegangshek,,
42135,Schetsplan,,
42136,Oliestook,,
42137,Uitbreiding,,
42138,Wijziging,,
42139,C.V.Installatie.,,
42140,Staalwerken.,,
42141,Aluminium,,
42142,Afrastering,,
42143,Te,,
42144,Te,,
42145,Gronddepots.,,
42146,Op,,
42148,Steiger,Steiger,http://vocab.getty.edu/aat/300404856
42149,Div.,,
42170,Div.,,
42182,Bouwkundigeconstructies.,,
42183,Brug,Brug,http://vocab.getty.edu/aat/300007836
42184,Situatie,,
42185,Situatie,,
42186,Situatie,,
42187,Situatie,,
42188,Situatie,,
42189,Situatie,,
42190,Situatie,,
42191,Situatie,,
42192,Situatie,,
42193,Situatie,,
42194,Situatie,,
42195,Situatie,,
42196,Situatie,,
42197,Situatie,,
42198,Situatie,,
42199,Situatie,,
42200,Profielen,,
42201,Situatie,,
42202,Div.,,
42203,Slopen,,
42204,Honkbalveld,,
42205,Honkbalveld,,
42206,Doorbraakplan.,,
42207,Bladkaarten,,
42208,Situatie,,
42209,Trappen,,
42210,Tijdelijke,,
42211,Verkeers-Paddestoel.,,
42212,Brug,Brug,http://vocab.getty.edu/aat/300007836
42213,Fundaties.,,
42214,Afbouw,,
42215,Convectoren.,,
42216,Verwarming,,
42217,Verwarming,,
42222,Situatie,,
42223,Situatie,,
42224,Situatie,,
42225,Situatie,,
42226,Situatie,,
42227,Situatie,,
42228,Situatie,,
42229,Situatie,,
42230,Situatie,,
42231,Situatie,,
42232,Perceel,,
42233,Situatie,,
42234,Situatie,,
42235,Situatie,,
42236,Situatie,,
42237,Situatie,,
42238,Situatie,,
42239,Situatie,,
42240,Putten.,,
42241,Situatie,,
42242,Situatie,,
42243,Brug,Brug,http://vocab.getty.edu/aat/300007836
42244,Brug,Brug,http://vocab.getty.edu/aat/300007836
42245,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42246,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42247,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42248,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42249,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42250,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42251,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42252,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42253,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42254,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42255,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42256,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42257,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42258,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42259,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42260,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42261,Slopen,,
42262,Slopen,,
42263,Slopen,,
42264,Slopen,,
42265,Slopen,,
42266,Oevervoorziening,Oevervoorziening,http://vocab.getty.edu/aat/300404856
42267,Zandophoging,,
42268,Zandophoging,,
42269,Monument,,
42270,Monument,,
42271,Beeld,,
42272,Beelden.,,
42273,Monument,,
42274,Situatie,,
42275,Situatie,,
42276,Situatie,,
42277,Situatie,,
42278,Situatie,,
42279,Situatie,,
42280,Situatie,,
42281,Situatie,,
42282,Situatie,,
42283,Situatie,,
42285,Situatie,,
42286,Situatie,,
42289,Brug,Brug,http://vocab.getty.edu/aat/300007836
42290,Situaties,,
42292,Centrale,,
42293,Oliestookinstallatie,,
42294,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42295,Technische,,
42296,Psychologisch,,
42297,Verzorgingshuis,,
42298,Stadsschouwburg,,
42299,Hortus,,
42300,Hortus,,
42301,Kiosk,,
42302,Opmeting,,
42303,Huis,,
42304,Gemeente,,
42305,Univ.,,
42306,V.M.,,
42307,Restauratieplan,,
42308,Restauratie,,
42309,Huize,,
42310,Huize,,
42311,Slopen,,
42312,Ontwateringstochten,,
42313,Centrale,,
42314,Luchtverwarmingsinstallatie,,
42315,Luchtverwarmingsinstallatie,,
42316,Luchtverwarmingsinstallatie,,
42317,Situatie,,
42319,Liftschacht,,
42320,Dak.,,
42321,Puien,,
42322,Bewegingswerk,,
42323,Brug,Brug,http://vocab.getty.edu/aat/300007836
42324,Brug,Brug,http://vocab.getty.edu/aat/300007836
42325,Situatie,,
42327,Buiksloterbanne.,,
42328,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42329,Situatie,,
42330,Situatie,,
42331,Situatie,,
42333,Walmuren,,
42334,Amsterdam,,
42335,Amsterdam,,
42336,Amsterdam,,
42337,Amsterdam,,
42338,Amsterdam,,
42339,Amsterdam,,
42340,Amsterdam,,
42341,Amsterdam,,
42342,Amsterdam,,
42343,Amsterdam,,
42344,Amsterdam,,
42345,Amsterdam,,
42346,Amsterdam,,
42347,Restauratieplan,,
42348,Restauratieplan,,
42349,Restauratieplan,,
42350,Restauratieplan,,
42351,Restauratieplan,,
42352,Restauratieplan,,
42353,Restauratieplan,,
42354,Opmeting,,
42355,Perceel,,
42356,Leidsegracht,,
42357,Perceel,,
42359,Korte,,
42360,Prinsengracht,,
42361,Dorpsweg,,
42362,Kerkstraat,,
42363,O.Z.,,
42364,Kloveniersburgwal,,
42365,Nieuwendijk,,
42366,Bethanienstraat,,
42367,Heintje,,
42368,Herenstraat,,
42369,Kerkstraat,,
42370,Korsjespoortsteeg,,
42371,Singel,,
42372,Palmgracht,,
42373,Begijnhof,,
42374,Singel,,
42375,Begijnhof,,
42376,Brouwersgracht,,
42377,Prinsengracht,,
42378,Brouwersgracht,,
42379,Keizersgracht,,
42380,O.Z.,,
42381,Perceel,,
42382,Spiegelgracht,,
42383,Durgerdammerdijk,,
42384,Bethanienstraat,,
42385,Duivendrechtsekade,,
42386,Kleine,,
42387,Kleine,,
42388,Joden,,
42389,Rapenburgerstraat,,
42390,Bickersgracht,,
42391,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42392,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42393,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42394,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42395,Tuinstad,,
42396,Tuinstad,,
42397,Tuinstad,,
42398,Bestrating,,
42399,Bestrating,,
42400,Bestrating,,
42401,Tuinstad,,
42402,Tuinstad,,
42403,Tuinstad,,
42404,Tuinstad,,
42405,Tuinstad,,
42406,Tuinstad,,
42407,Situatie,,
42408,Tuindorp,,
42409,Tuinstad,,
42410,Strandbad,,
42411,Brug,Brug,http://vocab.getty.edu/aat/300007836
42412,Brug,Brug,http://vocab.getty.edu/aat/300007836
42413,Brug,Brug,http://vocab.getty.edu/aat/300007836
42414,Brug,Brug,http://vocab.getty.edu/aat/300007836
42415,Westerkanaalswaterkering.,,
42416,Spoorkruisingen,,
42417,Spooremplacement,,
42418,Woonwagenkamp,,
42419,Vaargeul,,
42420,Graanoverslag,,
42421,Wijkcentrum,,
42422,Lutmastraat,,
42423,Spooraansluiting,,
42424,Damwand,,
42425,Westerkanaalschutsluis.,,
42426,Brug,Brug,http://vocab.getty.edu/aat/300007836
42427,Schoolwerktuinen,,
42428,Schoolwerktuinen,,
42429,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42430,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42431,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42432,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42434,School,School,http://vocab.getty.edu/aat/300006495
42435,School,School,http://vocab.getty.edu/aat/300006495
42436,School,School,http://vocab.getty.edu/aat/300006495
42437,School,School,http://vocab.getty.edu/aat/300006495
42438,Tolhuis,,
42439,Ons,,
42440,Gebouw,,
42441,G.G.,,
42442,Tuinstad,,
42443,Tuinstad,,
42444,Tuinstad,,
42445,Tuinstad,,
42446,Einsteinweg.,,
42447,Burgemeester,,
42448,Cornelis,,
42449,Lambertus,,
42450,Bestrating,,
42451,Tuinstad,,
42452,Hoogtemerken,,
42453,X.,,
42454,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42455,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42456,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42457,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42458,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42459,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42460,Speelterrein,,
42461,School,School,http://vocab.getty.edu/aat/300006495
42462,Volkstuincomplex,,
42463,Volkstuincomplex,,
42464,Volkstuincomplex,,
42465,Finse,,
42466,School,School,http://vocab.getty.edu/aat/300006495
42468,Transitorium,,
42469,Amsterdamse,,
42470,Rijksstraatweg,,
42471,Bijlmermeer,,
42472,Volkstuincomplex,,
42473,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42474,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42476,Centrale,,
42477,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42478,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42479,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42480,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42481,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42482,Waterlooplein,,
42483,Lange,,
42484,Oevervoorziening,Oevervoorziening,http://vocab.getty.edu/aat/300404856
42485,Walmuren,,
42486,Walmuren,,
42487,Oevervoorziening,Oevervoorziening,http://vocab.getty.edu/aat/300404856
42488,Onderstation,,
42491,Onderstation,,
42509,Onderstation,,
42510,Onderstation,,
42512,Situaties,,
42513,Brug,Brug,http://vocab.getty.edu/aat/300007836
42514,Brug,Brug,http://vocab.getty.edu/aat/300007836
42515,Gemeentelijke,,
42516,Brug,Brug,http://vocab.getty.edu/aat/300007836
42517,Brug,Brug,http://vocab.getty.edu/aat/300007836
42518,Zittingslokaal,,
42519,Opmeting,,
42520,Tuinstad,,
42521,Europaplein.,,
42522,St.,,
42523,Allard,,
42524,Museum,,
42526,Bladkaarten,,
42532,De,,
42533,Spoorwegovergang,,
42534,Spoorwegovergang,,
42535,Hinderrapport,,
42536,Trace's,,
42537,Frequentie,,
42538,Frequentietabel,,
42539,"Tram-,",,
42540,Kanaal,,
42541,Situatie,,
42542,Jan,,
42543,Centrale,,
42544,G.,,
42545,Boilers,,
42546,Centrale,,
42547,School,School,http://vocab.getty.edu/aat/300006495
42548,Pompstation,,
42549,Zeemanslaboratorium.,,
42550,School,School,http://vocab.getty.edu/aat/300006495
42551,School,School,http://vocab.getty.edu/aat/300006495
42552,School,School,http://vocab.getty.edu/aat/300006495
42553,Scholen,,
42554,School,School,http://vocab.getty.edu/aat/300006495
42555,Brug,Brug,http://vocab.getty.edu/aat/300007836
42556,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42557,Trafohuisje,,
42558,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
42559,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
42560,Trafohuisje,,
42561,Gasregelhuis,,
42562,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
42563,Zeemanslaboratorium.,,
42564,Raadhuis,,
42565,"Timmerpark,",,
42566,Pr.,,
42567,Kleuterschool,,
42568,School,School,http://vocab.getty.edu/aat/300006495
42569,Flexibele,,
42570,Dubb.,,
42571,Dubb.,,
42572,Paviljoen,,
42573,Paviljoen,,
42574,Ophoging,,
42575,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42576,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42577,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42578,Schoolwerktuinen,,
42579,Wilhelmina,,
42580,Schoorsteen,,
42581,Dammen,,
42582,Typetekening,,
42583,Centrale,,
42584,Wasserij,,
42585,Centrale,,
42586,Verwarming,,
42587,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42588,Tegelverharding,,
42589,Tourniquet,,
42590,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42591,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
42592,Tabellen,,
42593,Grafieken,,
42594,Rijwielstalling,,
42595,Universiteitsbibliotheek,,
42596,Hangar,,
42598,Staten,,
42599,Uitbreiding,,
42600,Oogheelk.,,
42601,Verpleegtehuis,,
42602,Verpleeghuis,,
42603,Perceel,,
42604,Flexibele,,
42605,Centrale,,
42606,Nieuwe,,
42607,Grondmechanica,,
42608,Finseschool,,
42609,Oliedrukhuisje,,
42610,V.D.,,
42611,Ir.,,
42612,School,School,http://vocab.getty.edu/aat/300006495
42613,Noodschool,Noodschool,http://vocab.getty.edu/aat/300006495
42614,Noodscholen,,
42615,Gymnasium,,
42616,M.M.S.,,
42617,Noodscholen,,
42618,Noodscholen,,
42619,Zuiderkerk,,
42620,"Kimgmaschool,",,
42621,School,School,http://vocab.getty.edu/aat/300006495
42622,"Parelschool,",,
42623,School,School,http://vocab.getty.edu/aat/300006495
42624,School,School,http://vocab.getty.edu/aat/300006495
42625,School,School,http://vocab.getty.edu/aat/300006495
42626,School,School,http://vocab.getty.edu/aat/300006495
42627,Ophoging,,
42628,Ophoging,,
42629,Wasserij,,
42630,H.B.S.,,
42631,Meubilair,,
42632,Kleuterschool,,
42633,Rusland,,
42634,Vakken,,
42635,Wand,,
42636,Amsterdam,,
42637,Amsterdam,,
42638,Amsterdam,,
42639,Amsterdam,,
42640,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42641,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
42642,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
