NR;SCOPEID;URI;STRAATNAAM
16363;61274770;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16364;61274989;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16365;61275072;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16366;61275403;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16367;61275517;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16368;61277596;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16369;61278414;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16370;61278804;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16371;61286059;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16372;61286305;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16373;61286415;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16374;61289839;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16375;61291354;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16376;61295870;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16377;61297207;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16378;61297913;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16379;61299330;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16380;61299519;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16381;61299978;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16382;61299979;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16383;61300033;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16384;61300767;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16385;61301562;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16386;61301583;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16387;61302194;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16388;61303720;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16389;61305009;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16390;61307725;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16391;61308366;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16392;61309701;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16393;61309702;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16394;61311681;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
16421;61312053;https://adamlink.nl/geo/street/kattenburgerstraat/2320;Kattenburgerstraat
16427;61294810;https://adamlink.nl/geo/street/kattenburgerstraat/2320;Kattenburgerstraat
16428;61294811;https://adamlink.nl/geo/street/kattenburgerstraat/2320;Kattenburgerstraat
16436;61297032;https://adamlink.nl/geo/street/kattenburgerstraat/2320;Kattenburgerstraat
16447;61312239;https://adamlink.nl/geo/street/kattenburgerstraat/2320;Kattenburgerstraat
16449;61305708;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16450;61279936;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16451;61281458;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16452;61282886;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16453;61283130;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16454;61294612;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16455;61296113;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16456;61312261;https://adamlink.nl/geo/street/kattengat/2322;Kattengat
16457;61307028;https://adamlink.nl/geo/street/kattenlaan/2323;Kattenlaan
16458;61302449;https://adamlink.nl/geo/street/kattenlaan/2323;Kattenlaan
16459;61291677;https://adamlink.nl/geo/street/kattenlaan/2323;Kattenlaan
16460;61294263;https://adamlink.nl/geo/street/kattenlaan/2323;Kattenlaan
16461;61295732;https://adamlink.nl/geo/street/kattenlaan/2323;Kattenlaan
16462;61295735;https://adamlink.nl/geo/street/kattenlaan/2323;Kattenlaan
16463;61299553;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16464;61305029;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16465;61275341;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16466;61275415;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16467;61276507;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16468;61277779;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16469;61281487;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16470;61283940;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16471;61284201;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16472;61294569;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16473;61299622;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16474;61300774;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16475;61301254;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16476;61308284;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16477;61308827;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16478;61309692;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16479;61309693;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16480;61313479;https://adamlink.nl/geo/street/kattensloot/2324;Kattensloot
16481;61293540;https://adamlink.nl/geo/street/katwijkstraat/2325;Katwijkstraat
16482;61295900;https://adamlink.nl/geo/street/katwijkstraat/2325;Katwijkstraat
16483;61302294;https://adamlink.nl/geo/street/katwijkstraat/2325;Katwijkstraat
16484;61278140;https://adamlink.nl/geo/street/kazernestraat/2326;Kazernestraat
16485;61286694;https://adamlink.nl/geo/street/kazernestraat/2326;Kazernestraat
16486;61291659;https://adamlink.nl/geo/street/keizerrijk/2336;Keizerrijk
16487;61312686;https://adamlink.nl/geo/street/keizerrijk/2336;Keizerrijk
16490;61312670;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16491;61312671;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16492;61312672;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16493;61274444;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16495;61274758;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16496;61274898;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16497;61277610;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16498;61278001;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16499;61278010;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16501;61278070;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16502;61278406;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16503;61278523;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16504;61278609;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16505;61278640;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16506;61278658;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16507;61278711;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16508;61278812;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16510;61279081;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16511;61279183;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16512;61280203;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16513;61280310;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16514;61280315;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16515;61280327;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16516;61280665;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16517;61280712;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16518;61283496;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16522;61286155;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16523;61286942;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16525;61289763;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16527;61292416;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16528;61292547;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16529;61292552;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16531;61292599;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16532;61292602;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16533;61293595;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16534;61293624;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16535;61294886;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16536;61295232;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16537;61295320;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16539;61295353;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16541;61295479;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16542;61295487;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16543;61295496;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16544;61295498;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16545;61296369;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16546;61296571;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16547;61296628;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16548;61296659;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16549;61296666;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16550;61296667;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16551;61296684;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16552;61296819;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16553;61296900;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16554;61297066;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16555;61297072;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16558;61297216;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16559;61297223;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16560;61297232;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16561;61297325;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16562;61297408;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16563;61297420;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16564;61297422;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16565;61297481;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16566;61297494;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16567;61297644;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16568;61297687;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16569;61297743;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16570;61297744;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16571;61297883;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16573;61297904;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16574;61297908;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16576;61298295;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16577;61298297;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16578;61298303;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16579;61298585;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16580;61298593;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16581;61298684;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16582;61298876;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16583;61299198;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16584;61299214;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16585;61299253;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16586;61299462;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16587;61299472;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16588;61299819;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16589;61299872;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16590;61300077;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16591;61300483;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16592;61300512;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16593;61300518;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16594;61300521;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16596;61300541;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16597;61300631;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16598;61300680;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16599;61300726;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16600;61301015;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16601;61301023;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16602;61301035;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16603;61301042;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16604;61301045;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16605;61301048;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16606;61301050;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16607;61301217;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16608;61301343;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16609;61301345;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16610;61301384;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16611;61301389;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16612;61301393;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16614;61301600;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16615;61301621;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16616;61301623;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16617;61301883;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16618;61301903;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16619;61301986;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16620;61302006;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16621;61302007;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16623;61302501;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16624;61302557;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16625;61302558;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16626;61302562;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16627;61302565;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16628;61302581;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16629;61302602;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16630;61302850;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16633;61304176;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16634;61304512;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16636;61304676;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16637;61304723;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16638;61304893;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16639;61304894;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16640;61304895;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16641;61304896;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16642;61304903;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16644;61305209;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16646;61305506;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16647;61305507;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16648;61305637;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16649;61305638;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16652;61306193;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16653;61306749;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16654;61306789;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16655;61306795;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16656;61306811;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16657;61306819;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16658;61306824;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16659;61306880;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16660;61307544;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16661;61308348;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16662;61308546;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16663;61308591;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16664;61308633;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16665;61308643;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16666;61308645;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16667;61308746;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16668;61308765;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16669;61308855;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16670;61309507;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16671;61309510;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16672;61309550;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16673;61309551;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16676;61310064;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16677;61310103;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16678;61310124;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16679;61310125;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16680;61310134;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16681;61310197;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16682;61310341;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16683;61310344;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16684;61310360;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16685;61310362;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16686;61310368;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16688;61310695;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16689;61310715;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16690;61310724;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16691;61310727;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16692;61310732;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16693;61310741;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16694;61310749;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16695;61310750;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16696;61310751;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16697;61310759;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16698;61310763;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16699;61310764;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16700;61311373;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16701;61311570;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16703;61311629;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16704;61311630;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16705;61311633;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16706;61311635;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16707;61311649;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16708;61311658;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16709;61311664;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16710;61311665;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16711;61311671;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16712;61311678;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16713;61311682;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16714;61311705;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16715;61311706;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16716;61311866;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16717;61312014;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16719;61313078;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16720;61313079;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16721;61313084;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16722;61313095;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16723;61313101;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16725;61313140;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16728;61313445;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16729;36997584;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16730;36997585;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16731;36997586;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16732;61274576;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16733;61274689;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16734;61274698;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16735;61274706;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16736;61274708;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16738;61274741;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16739;61274751;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16740;61274755;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16741;61274756;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16742;61274757;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16743;61274759;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16744;61274780;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16747;61274891;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16748;61274893;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16749;61274894;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16750;61274895;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16751;61274896;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16752;61274899;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16753;61274929;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16754;61274977;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16755;61275258;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16756;61275413;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16757;61275584;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16758;61275632;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16759;61275634;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16760;61275635;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16761;61275637;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16762;61275649;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16763;61275756;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16764;61276224;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16765;61276235;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16766;61276254;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16767;61276445;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16768;61276456;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16769;61276721;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16770;61276794;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16771;61276851;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16772;61276859;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16773;61276901;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16774;61276976;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16775;61277040;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16776;61277232;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16780;61277499;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16781;61277524;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16783;61278025;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16786;61278375;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16788;61278671;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16789;61278899;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16791;61279048;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16792;61279336;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16794;61279419;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16796;61279632;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16798;61281126;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16799;61281136;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16800;61281258;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16801;61281441;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16802;61281739;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16803;61281878;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16804;61281881;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16805;61281928;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16806;61282129;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
16807;61282184;https://adamlink.nl/geo/street/keizersgracht/2337;Keizersgracht
