INVNRS;ONDERWERP
43249;Dijkverzwaring
43250;Tuindorp
43251;Speelplaats/speeltuin
43252;Speelplaats/speeltuin
43253;Speelplaats/speeltuin
43254;Speelplaats/speeltuin
43255;Sportpark
43257;School
43258;School
43259;Speelplaats/speeltuin
43260;Rolschaatsbaan
43261;Speelvijver
43271;Speelvijver
43274;Speelvijver
43278;Nood-Waterkeringen
43281;Brug
43282;Brug
43285;Vervallen.
43286;Binnengasthuis
43287;Binnengasthuis
43294;Binnengasthuis
43296;Binnengasthuis
43297;Brug
43298;Brug
43309;Brug
43310;Brug
43311;Brug
43312;Brug
43313;Brug
43314;Brug
43315;Brug
43316;Brug
43317;Brug
43318;Brug
43319;Brug
43320;Brug
43321;Brug
43322;Brug
43323;Brug
43324;Brug
43325;Brug
43326;Brug
43327;Omleggen
43330;Industrieterrein
43331;Woonoord
43332;Volktuinen
43333;Perceel
43334;Perceel
43335;Kabelsleuf
43336;Sportpark
43337;Perceel
43338;Perceel
43339;Perceel
43340;Perceel
43341;Perceel
43342;Perceel
43343;Perceel
43344;Aanleg
43345;Omleggen
43348;Omleggen
43350;Verbreden
43351;Ophogen
43352;Damwand
43353;Overwelven
43354;Ophogen
43355;Bouw
43356;Noodscholen
43357;Noodscholen
43358;G.L.O.
43359;W.G.(67)
43360;Planten
43361;Kademuur
43362;Plattegronden-Historie.
43363;W.G.(3)
43364;Wibothuis.
43365;School
43367;Sportpark
43368;Sportpark
43371;Sportpark
43374;Perceel
43375;Parkeerplaats
43376;Perceel
43377;Perceel
43378;Perceel
43379;Perceel
43380;Grondwerken
43381;Perceel
43382;Sportpark
43383;Waterbassin
43384;Perceel
43385;Perceel
43386;Perceel
43387;St.Willibrorduskerk
43388;Perceel
43389;Perceel
43390;Perceel
43391;Perceel
43392;Perceel
43393;Perceel
43394;Perceel
43395;Perceel
43396;Perceel
43397;Perceel
43398;Perceel
43399;Perceel
43400;Perceel
43401;Perceel
43402;Sportpark
43403;Grondwerken
43405;Perceel
43406;Perceel
43407;Perceel
43408;Perceel
43409;Perceel
43410;Perceel
43411;Perceel
43412;Perceel
43413;Perceel
43414;Perceel
43415;Finse
43444;Finse
43445;Finse
43450;Finse
43452;Finse
43456;Finse
43457;Perceel
43458;Noodschool
43459;Speelplaats/speeltuin
43460;Kleedgebouwtje
43464;Sociaal-Cultueel
43465;Kleedgebouwtje
43466;G.L.O.
43467;Zandophoging
43468;Ontwateringstocht
43469;Gebouw
43470;Hoofdkantoor
43471;Baggerwerk
43472;Brug
43473;Brug
43474;Brug
43475;Brug
43476;Brug
43477;Brug
43478;Brug
43479;Spooraansluiting
43480;Bestrating
43481;Spooraansluiting
43482;Centrale
43483;School
43485;Zandbakken
43486;Speelplaats/speeltuin
43487;Speelplaats/speeltuin
43488;Speelplaats/speeltuin
43489;Speelplaats/speeltuin
43490;Speelplaatsen
43491;W.G.Jan
43492;W.G.
43493;Jan
43494;Gebouw
43495;Brug
43496;Brug
43497;Brug
43498;Brug
43499;Brug
43507;Brug
43510;Dienstwoning
43511;School
43512;School
43513;School
43514;School
43515;Instituut
43516;School
43517;School
43518;School
43519;School
43520;School
43521;School
43522;School
43523;School
43524;School
43525;School
43526;School
43527;School
43528;Bestratingswerf
43529;School
43530;School
43531;School
43533;School
43534;School
43535;School
43536;School
43537;School
43538;School
43540;School
43541;School
43542;School
43543;School
43544;School
43545;School
43546;School
43547;School
43548;School
43549;School
43550;School
43551;School
43552;School
43553;School
43554;School
43555;School
43556;School
43557;School
43558;School
43559;School
43560;School
43561;School
43562;School
43563;School
43564;School
43565;School
43566;School
43567;School
43568;Sportpark
43569;Volkstuincomplex
43570;Sportpark
43571;Speelplaats/speeltuin
43572;Sportpark
43573;Speelplaats/speeltuin
43574;Grondwerken
43575;Speelplaats/speeltuin
43576;Speelplaats/speeltuin
43577;Speelplaats/speeltuin
43578;Speelplaats/speeltuin
43579;Speelplaats/speeltuin
43580;Speelplaats/speeltuin
43581;Schoolspeelplaats
43582;Sportpark
43583;Grondwerken
43585;Ontwateringstocht
43586;Trapleuning
43587;Zitbank
43588;Perceel
43589;Perceel
43590;Grondwerken+Drainage
43591;Sportpark
43592;Volkstuinen
43593;Speelplaats/speeltuin
43594;Brug
43595;Toiletgebouw
43596;Houtloods
43597;Hekken
43598;Sporthal
43599;Weduwenhof
43600;Bestratingswerf
43601;Beursgebouw
43602;Beursgebouw
43603;Gemeentelijke
43604;Bestratingswerf
43605;Stadsdrukkerij
43606;Verzorgingshuis
43607;Villa
43608;Bijkantoor
43609;Bijkantoor
43610;Hulp
43611;Stadhuis
43612;Stadhuis
43613;Stadhuis
43614;Onderstation
43615;Floraparkbad
43616;Mirandabad
43617;Centrale
43618;Dienstwoning
43619;Tuinmuur
43620;G.G.
43621;G.G.
43622;Politiebureau
43623;G.G.
43624;Museum
43625;Toren
43626;Toren
43627;School
43628;Hoofdbureau
43629;Politie
43630;Tehuis
43631;Polite
43632;Klubgebouw
43633;Directeurswoning
43634;School
43635;School
43636;School
43637;2e
43638;School
43639;School
43640;Speelplaats/speeltuin
43641;Perceel
43642;Perceel
43643;Leeghwaterlyceum
43644;Perceel
43645;Oevervoorziening
43646;Instituut
43647;Toegangshek
43648;Centraal
43649;Perceel
43650;Universiteits
43651;G.E.B.
43652;Vervallen.
43653;Klimbergen
43654;Speelplaats/speeltuin
43655;Speelplaats/speeltuin
43656;Perceel
43657;Perceel
43658;Terrein
43659;Parkstrook
43660;Parkstrook
43661;Sloot
43662;Keermuur
43663;Trap
43664;Sportpark
43665;Perceel
43666;Grondwerk
43667;Hek
43668;Schoolwerktuinen
43669;Sportpark
43670;Rolschaatsbaan
43671;Speelplaats/speeltuin
43672;Speelplaats/speeltuin
43673;Speelplaats/speeltuin
43679;Speelplaats/speeltuin
43681;Zandwinning
43683;School
43694;Vervallen.
43700;Trappen
43701;Speelplaats/speeltuin
43702;Padvindersterrein,
43703;Padvindersterrein,
43706;Transrormatorhuisje
43707;Situatie
43708;Speelplaats/speeltuin
43709;Speelplaats/speeltuin
43710;Universiteit
43711;Centrale
43712;Centrale
43713;Scholencomplex
43714;School
43715;Stadsschouwburg
43716;Noodscholen
43717;Bestratingswerf
43718;Gemeente
43719;Gebouw
43720;School
43721;School
43722;School
43723;B.B.
43724;Uitbreiding
43725;School
43726;Politiebureau
43727;Perceel
43729;Ontwateringstocht
43730;Baggerwerken
43731;Walmuur
43733;Ontwateringssleuf
43735;Ontwateringssleuf
43736;Ontwateringssleuf
43737;Brug
43738;School
43739;Verpleeginrichting
43745;School
43746;School
43747;Haven
43748;Internationaal
43749;School
43750;Hulp
43752;Noodgymnastiekgebouw
43753;Girohoofdkantoor
43754;School
43755;G.E.B.
43756;Verpleeghuis
43757;Zwembad
43758;Bestratingswerf
43759;Sportbeoefening
43760;Sportvelden
43761;Sportterreinen
43762;Scheepvaart
43763;Dienstwontingen
43764;Artis
43765;Artis
43766;Artis
43767;School
43768;School
43769;School
43770;School
43771;School
43772;School
43773;School
43774;School
43775;School
43776;School
43777;Typetek.
43778;Aardgasontvangstation
43779;Sportpark
43780;Sportpark
43781;Sportpark
43782;Sportpark
43783;V.
43784;V.
43785;V.
43786;Brug
43787;Wilhelmina
43788;Brug
43789;Binnengasthuis
43790;Stedelijk
43791;Wibauthuis
43792;Binnengasthuis
43793;Brug
43794;Farmaco
43795;Slibvelden
43796;Vrouwenkliniek
43797;Binnengasthuis
43798;Volkstuincomplex
43799;Sportpark
43800;Sanering
43801;Centrale
43802;Centrale
43803;Centrale
43804;Centrale
43805;Centrale
43806;Centrale
43807;Centrale
43808;Centrale
43809;Centrale
43810;Centrale
43811;Centrale
43812;Centrale
43813;Artis
43814;Weduwenhof
43815;School
43816;School
43817;Ziekenhuis
43818;Artis
43819;Hoofdkantoor
43820;Stadsdrukkerij
43821;G.L.O.School
43822;G.L.O.School
43823;G.L.O.School
43824;Noodgymnastiekgebouw
43825;Brug
43826;Artis
43827;Perceel
43828;V.D.
43829;Hangar
43830;Situatie
43831;Situatie
43832;Situatie
43833;Situatie
43834;Situatie
43835;Situatie
43836;Situatie
43837;Situatie
43838;Sportpark
43839;Situatie
43840;Situatie
43841;Situatie
43842;Situatie
43843;Situatie
43844;Situatie
43845;Situatie
43846;Situatie
43847;Situatie
43848;Bestrating
43849;Grondwerk
43850;Trapveld
43852;Verkeerssituaties
43853;Situatie
43854;Situatie
43855;Schuilkelder
43856;Schuilkelder
43857;Situatie
43858;Situatie
43859;Situatie
43860;Situatie
43861;Situatie
43862;Situatie
43863;Situatie
43864;Situatie
43865;Situatie
43866;Situatie
43867;Situatie
43868;Situatie
43869;Situatie
43870;Situatie
43871;Situatie
43872;Situatie
43873;Situatie
43874;Situatie
43875;Situatie
43876;Situatie
43877;Situatie
43878;Situatie
43879;Situatie
43880;Situatie
43881;Situatie
43882;Situatie
43883;Situatie
43884;Situatie
43885;Situatie
43886;Situatie
43887;Situatie
43888;Situatie
43889;Situatie
43890;Situatie
43891;Situatie
43892;Situatie
43893;Situatie
43894;Situatie
43895;Situatie
43896;Situatie
43897;Situatie
43898;Situatie
43899;Situatie
43900;Situatie
43901;Situatie
43902;Situatie
43903;Situatie
43904;Situatie
43905;Situatie
43906;Situatie
43907;Situatie
43909;Situatie
43910;Situatie
43911;Situatie
43912;Situatie
43913;Situatie
43914;Situatie
43915;Situatie
43916;Situatie
43917;Situatie
43918;Situatie
43919;Situatie
43920;Situatie
43921;Situatie
43922;Situatie
43923;Situatie
43924;Situatie
43925;Stadskwekerij
43926;Situatie
43927;Monument
43928;Situatie
43929;Situatie
43930;Situatie
43931;Situatie
43932;Situatie
43933;Situatie
43934;Situatie
43935;Situatie
43936;Situatie
43937;Situatie
43938;Situatie
43939;Situatie
43940;Situatie
43941;Situatie
43942;Situatie
43943;Situatie
43944;Situatie
43945;Situatie
43946;Situatie
43947;Situatie
43948;Situatie
43949;Sit.
43950;Situatie
43951;Situatie
43952;Situatie
43953;Situatie
43954;Fundatieplaat
43955;Situatie
43956;Situatie
43957;Situatie
43958;Situatie
43959;Situatie
43960;Situatie
43961;Situatie
43962;Situatie
43963;Situatie
43964;Situatie
43965;Situatie
43966;Situatie
43967;Situatie
43968;Situatie
43969;Situatie
43970;Situatie
43971;Situatie
43972;Situatie
43973;Situatie
43974;Situatie
43975;Situatie
43976;Situatie
43977;Situatie
43978;Situatie
43979;Situatie
43980;Situatie
43981;Situatie
43982;Bestrating
43983;Werkschema
43984;Werkschema
43985;Situatie
43986;Situatie
43987;Situatie
43988;Situatie
43989;Situatie
43990;Situatie
43991;Situatie
43992;Situatie
43993;Situatie
43994;Situatie
43995;Situatie
43996;Situatie
43997;Situatie
43998;Situatie
43999;Situatie
44000;Situatie
44001;Situatie
44002;Situatie
44003;Situatie
44004;Situatie
44005;Situatie
44006;Situatie
44007;Situatie
44008;Situatie
44009;Situatie
44010;Situatie
44011;Situatie
44012;Situatie
44013;Situatie
44014;Situatie
44015;Situatie
44016;Situatie
44017;Situatie
44018;Situatie
44019;Situatie
44020;Situatie
44021;Situatie
44022;Waterdermpel.
44023;Situatie
44024;Situatie
44025;Situatie
44026;Situatie
44027;Situatie
44028;Situatie
44029;Situatie
44030;Situatie
44031;Situatie
44032;Situatie
44033;Situatie
44034;Situatie
44035;Situatie
44036;Situatie
44037;Situatie
44038;Werkpergeamma
44039;Situatie
44040;Situatie
44041;Situatie
44042;Situatie
44043;Situatie
44044;Situatie
44045;Situatie
44046;Situatie
44047;Situatie
44048;Situatie
44049;Situatie
44050;Situatie
44051;Situatie
44052;Situatie
44053;Situatie
44054;Situatie
44056;Plattegrond
44057;Situatie
44058;Situatie
44059;Situatie
44060;Situatie
44061;Situatie
44062;Situatie
44063;Situatie
44064;Situatie
44065;Situatie
44066;Situatie
44067;Situatie
44068;Situatie
44069;Situatie
44070;Situatie
44071;Situatie
44072;Situatie
44073;Situatie
44074;Situatie
44075;Situatie
44076;Situatie
44077;Situatie
44078;Situatie
44079;Bestrating
44080;Situatie
44081;Situatie
44082;Situatie
44083;Situatie
44084;Situatie
44085;Situatie
44086;Situatie
44087;Situatie
44088;Situatie
44089;Situatie
44090;Typetekening
44091;Situatie
44092;Situatie
44093;Situatie
44094;Situatie
44095;Situatie
44096;Bestrating
44097;Situatie
44098;Situatie
44099;Situatie
44100;Situatie
44101;Nijlpaardenhuis
44102;Perceel
44103;Perceel
44104;Perceel
44105;Perceel
44106;Perceel
44107;Perceel
44108;Perceel
44109;Perceel
44110;Perceel
44111;Plattegrond
44112;Perceel
44113;Perceel
44114;Perceel
44115;Brug
44116;Perceel
44117;Perceel
44118;Perceel
44119;Perceel
44120;Perceel
44121;Perceel
44122;Perceel
44123;Perceel
44124;Perceel
44125;Perceel
44126;Perceel
44127;Perceel
44128;Westerkerk
44129;Perceel
44130;Perceel
44131;Perceel
44132;Perceel
44133;Perceel
44134;Perceel
44135;Perceel
44136;Perceel
44137;Perceel
44138;Perceel
44139;Perceel
44140;Perceel
44141;Perceel
44142;Perceel
44143;Perceel
44144;Perceel
44145;Perceel
44146;Perceel
44147;Perceel
44148;Perceel
44149;Perceel
44150;Perceel
44151;Perceel
44152;Perceel
44153;Perceel
44154;Perceel
44155;Perceel
44156;Perceel
44157;Perceel
44158;Perceel
44159;Perceel
44160;Perceel
44161;Perceel
44162;Perceel
44163;Perceel
44164;Plattegrond
44165;Plattegrond
44166;Perceel
44167;Perceel
44168;Perceel
44169;Perceel
44170;Perceel
44171;Perceel
44172;Brandweerkazerne
44173;Badhuis
44174;Artis
44175;Lyceum
44176;School
44177;I.C.S.
44184;Perceel
44185;Perceel
44191;Perceel
44192;Perceel
44193;Perceel
44194;Perceel
44195;Perceel
44196;Perceel
44197;Perceel
44198;Perceel
44201;Situatie
44202;Situatie
44203;Situatie
44204;Situatie
44205;Industrieterrein
44206;Situatie
44207;Situatie
44208;Situatie
44209;Situatie
44210;Situatie
44211;Situatie
44212;Situatie
44213;Situatie
44214;Situatie
44215;Situatie
44216;Situatie
44217;Situatie
44218;Situatie
44219;Situatie
44220;Situatie
44221;Situatie
44222;Situatie
44223;Situatie
44224;Situatie
44225;Situatie
44226;Situatie
44227;Situatie
44228;Situatie
44229;Situatie
44230;Situatie
44231;Situatie
44232;Situatie
44233;Situatie
44234;Situatie
44235;Situatie
44236;Situatie
44237;Situatie
44238;Situatie
44239;Profiel
44240;Situatie
44241;Situatie
44242;Situatie
44243;Situatie
44244;Situatie
44245;Situatie
44246;Situatie
44247;Situatie
44248;Situatie
44249;Situatie
44250;Situatie
44251;Situatie
44252;Situatie
44253;Situatie
44254;Aardenbaan
44255;Speelplaas
44256;Situatie
44257;Situatie
44258;Situatie
44259;Situatie
44260;Situatie
44261;Bestrating
44262;Situatie
44263;Situatie
44264;Situatie
44265;Situatie
44266;Situatie
44267;Situatie
44268;Situatie
44269;Situatie
44270;Situatie
44271;Situatie
44272;Situatie
44273;Situatie
44274;Situatie
44275;Situatie
44276;Situatie
44277;Situatie
44278;Situatie
44279;Situatie
44280;Situatie
44281;Situatie
44282;Situatie
44284;Situatie
44285;Situatie
44286;Type
44287;Situatie
44288;Afrastering
44289;Situatie
44290;Situatie
44291;Situatie
44292;Situatie
44293;Situatie
44294;Situatie
44295;Situatie
44296;Situatie
44297;Situatie
44298;Situatie
44299;Situatie
44300;Situatie
44329;Situatie
44331;Situatie
44339;Situatie
44340;Situatie
44341;Centrale
44342;Bestratingswers
44343;Aanlegplaats
44344;Loods
44345;Loods
44346;Suezhaven
44347;Centrale
44348;Overslagbedrijf
44349;Schutskuis
44350;Tuinderij
44351;Terriensituaties
44352;Bestrating
44353;Bestrating
44354;Bestrating
44355;Bestrating
44356;Bestrating
44357;Bestrating
44358;Bestrating
44359;Bestrating
44360;Bestrating
44361;B
44362;Bestrating
44363;Bestrating
44364;Bestrating
44365;Bestrating
44366;Bestrating
44367;Bestrating
44368;Bestrating
44369;Bestrating
44370;Bestrating
44371;Bestrating
44372;Bestrating
44373;Bestrating
44374;Bestrating
44375;Bestrating
44376;Bestrating
44377;Bestrating
44378;Bestrating
44380;Bestrating
44381;Bestrating
44382;Flevoparkbad
44383;Bestrating
44384;Bestrating
44385;Bestrating
44386;Bestrating
44387;Bestrating
44388;Bestrating
44389;Bestrating
44390;Bestrating
44391;Bestrating
44392;Bestrating
44393;Bestrating
44394;Bestrating
44395;Bestrating
44396;Bestrating
44397;Richtlijnen
44398;Bestrating
44399;Bestrating
44401;Situatie
44402;Situatie
44403;Situatie
44404;Situatie
44405;Situatie
44406;Situatie
44407;Situatie
44408;Situatie
44409;Ontwateringstocht
44410;Situatie
44411;Slopen
44412;Situatie
44413;Situatie
44414;Situatie
44415;H.M.
44416;Situatie
44417;Situatie
44418;Situatie
44419;Situatie
44420;Situatie
44421;Goot
44422;Situatie
44423;Situatie
44424;Situatie
44425;Situatie
44426;Situatie
44427;Situatie
44428;Situatie
44429;Situatie
44430;Situatie
44431;Situatie
44432;Situatie
44433;Situatie
44434;Situatie
44435;Situatie
44436;Situatie
44437;Situatie
44438;Situatie
44439;Situatie
44440;Situatie
44441;Situatie
44442;Situatie
44443;Situatie
44444;Situatie
44445;Situatie
44446;Situatie
44447;Situatie
44448;Situatie
44449;Situatie
44450;Tuinontwerp
44451;Beplanting
44452;Beplanting
44453;Beplanting
44454;Beplanting
44455;Beplanting
44456;Beplanting
44457;Beplanting
44458;Beplanting
44459;Beplanting
44460;Beplanting
44461;Lift
44462;Personeliften
44463;Bliksembeveiliging
44464;Hijsinstallatie
44465;Boodschappenlift
44466;Brandslang
44467;Universiteitsbibliotheek
44468;Lift
44469;Liftinstallatie
44470;Bliksembeveiliging
44471;Bliksembeveiliging
44472;Artis
44473;Bliksembeveiliging
44474;Liften
44475;Bliksembeveiliging
44476;Liften
44477;Fysiol.
44478;Monolift
44479;Lift
44480;Bliksembeveiliging
44481;Vervallen.
44482;Liftinstallatie
44483;Bliksembebeiliging
44484;Bliksembebeiliging
44485;Lidtinstallatie
44486;Bliksmneveiiliging
44487;Electrische
44488;Toldeuren
44489;Stootbalk
44490;Pompstation
44491;Liftinstallatie
44492;Bliksembeveiliging
44493;Zuidergasfabriek
44494;Bliksembeveiliging
44495;Bliksembeveiliging
44496;Bliksembeveiliging
44497;Bliksembeveiliging
44498;Spijzenlift
44499;Pijpleiding
44500;Bliksembeveiliging
44501;Situatie
44502;Situatie
44503;Situatie
44504;Situatie
44505;Situatie
44506;Situatie
44507;Situatie
44508;Situatie
44509;Situatie
44510;Situatie
44511;Bestrating
44512;Situatie
44513;Bestrating
44514;Bestrating
44515;Bestrating
44516;Bestrating
44517;Bestrating
44518;Opschrift
44519;Opschrift
44520;Sportpark
44521;Bestrating
44522;Wegen
44523;Wegen
44524;Bestrating
44525;Wegen
44526;Wegen
44527;Wegen
44528;Wegen
44529;Wegen
44530;Wegen
44531;Wegen
44532;Situatie
44533;Bestrating
44534;Bestrating
44535;Bestrating
44536;Bestrating
44537;Bestrating
44538;Bestrating
44539;Bestrating
44540;Bestrating
44541;Bestrating
44542;Bestrating
44543;Bestrating
44544;Bestrating
44545;Bestrating
44546;Bestrating
44547;Bestrating
44548;Bestrating
44549;Bestrating
44552;Bestrating
44554;Bestrating
44556;Basisweg
44557;Basisweg
44559;Basisweg
44566;Perceel
44567;Perceel
44568;Perceel
44569;Perceel
44574;Perceel
44575;Perceel
44577;Clubgebouw
44578;Clubgebouw
44579;Clubgebouw
44585;Bliksembeveiliging
44586;Hijsinstallatie
44587;Bliksembeveiliging
44588;Bliksembeveiliging
44589;Bliksembeveiliging
44590;Bliksembeveiliging
44591;Bliksembeveiliging
44592;Hijsinrichting
44593;Bliksembeveiliging
44594;Liftinstallatie
44595;Perceel
44596;Perceel
44597;Verzorgingshuis
44598;Perceel
44599;Perceel
44600;Perceel
44601;Perceel
44602;Perceel
44603;Perceel
44604;Perceel
44605;Perceel
44606;Perceel
44607;Perceel
44608;Perceel
44609;Perceel
44610;Perceel
44611;Perceel
44612;Perceel
44613;Perceel
44614;Perceel
44615;Perceel
44616;Perceel
44617;Perceel
44618;Perceel
44619;Bureau
44620;Perceel
44621;Perceel
44622;Perceel
44623;Perceel
44624;Perceel
44625;Perceel
44627;Perceel
44628;Perceel
44629;Perceel
44630;Schreierstoren
44631;Perceel
44632;V.
44633;Ontsmettingsdienst
44634;Gem.Personeelsvoorziening
44635;G.L.O.School
44636;G.L.O.School
44637;G.L.O.School
44638;G.L.O.School
44639;G.L.O.School
44640;G.L.O.School
44641;Bestrating
44642;Bestrating
44643;Bestrating
44644;Bestrating
44645;Bestrating
44646;Bestrating
44647;Bestrating
44648;Bestrating
44649;Bestrating
44650;Bestrating
44651;Bestrating
44652;Grafiek
44653;Bestrating
44654;Bestrating
44655;Bestrating
44656;Bestrating
44657;Bestrating
44658;Bestrating
44659;Bestrating
44660;Speelplaats/speeltuin
44661;Speelplaats/speeltuin
44662;Speelplaatsen
44663;Schoolspeelplaats
44664;Bestrating
44665;Speelplaats/speeltuin
44666;Bestrating
44667;Burgermeester
44668;Bestrating
44669;Bestrating
44670;Bestrating
44671;Bestrating
44672;Bestrating
44673;Bestrating
44674;Bestrating
44675;Bestrating
44676;Bestrating
44677;Bestrating
44678;Bestrating
44679;Bestrating
44680;Bestrating
44681;Bestrating
44682;Bestrating
44683;Bestrating
44684;Bestrating
44685;Bestrating
44686;Bestrating
44687;Bestrating
44688;Bestrating
44689;Bestrating
44690;Bestrating
44691;Bestrating
44692;Bestrating
44693;Bestrating
44694;Bestrating
44695;Bestrating
44696;Bestrating
44697;Bestrating
44698;Bestrating
44699;Bestrating
44700;K.O.School
44701;K.O.School
44702;Centrale
44703;Voetbalketen
44704;Podium
44705;Poppenhuis
44706;Walmuur
44707;Walmuur
44708;Walmuur
44709;Gemaal
44710;Walmuur
44711;Walmuur
44712;Glooiing
44713;Oevervoorziening
44714;Oevervoorziening
44715;Walmuur
44716;Oevervoorziening
44717;Beschoeiing
44718;Trapleuning
44719;Steigers
44720;Pontsteiger
44721;G.L.O.
44722;W.G.
44723;W.G.
44724;W.G.
44725;W.G.
44726;W.G.
44727;Oevervoorziening
44728;Baggerwerken
44729;Aanlegsteigers
44730;Pontje
44731;Walmuur
44732;Schotten
44733;Waterloop
44734;Artis
44736;Nieuwe
44737;Nieuwe
44738;Nieuwe
44739;Nieuwe
44740;Nieuwe
44741;Sportpark
44742;Sportpark
44743;Bestrating
44744;Bestrating
44745;Bestrating
44746;Bestrating
44747;Bestrating
44748;Bestrating
44749;Bestrating
44750;Bestrating
44751;Bestrating
44752;Bestrating
44753;Bestrating
44754;Bestrating
44755;Bestrating
44757;Bestrating
44758;Bestrating
44759;Bestrating
44766;Vervallen.
44771;Afvoertocht
44772;Bestrating
44773;Bestrating
44774;Bestrating
44775;Bestrating
44776;Bestrating
44777;Bestrating
44778;Bestrating
44779;Bestrating
44781;Girokantoor
44782;I.L.O.
44783;Vossius
44785;Sportpark
44786;Sportpark
44787;Speelvijver
44788;Sportpark
44789;Sportpark
44790;Sportpark
44791;Sportpark
44792;Beplanting
44793;Beplanting
44794;Beplanting
44795;Beplanting
44797;Beplanting
44798;Beplanting
44799;Beplanting
44800;Beplanting
44801;Beplanting
44802;Beplanting
44803;Beplanting
44804;Beplanting
44805;Beplanting
44806;Beplanting
44807;Beplanting
44808;Beplanting
44809;Beplanting
44810;Garage
44811;Badhuis
44812;Walmuur
44813;Walmuur
44814;Kabels
44815;Profiel
44816;Hoogwaterkering
44817;Profielen
44818;Gemaal
44819;Profiel
44820;Walmuur
44821;Glooiing
44822;Walmuur
44823;Walmuur
44824;Zandaanplemping
44825;Walmuren
44826;Grote
44827;Amerikahaven.
44828;Verlengen
44829;Hornhaven.
44830;Hornhaven.
44831;Spieringhorner
44832;Spieringhorner
44833;Spieringhorner
44834;Westhavenweg
44835;Industriegebied
44836;Spieringhorner
44837;Industriegebied
44838;Spieringhorner
44839;Hornhaven.
44840;Schroothaven.
44841;Centrale
44842;Westhavenweg
44843;Petroleumhavenweg
44844;Basisweg
44845;Basisweg-Westhavenweg
44846;Petroleumhavenweg
44847;Westelijke
44848;Spooraansluiting
44849;Mozelhaven
44850;Hornnweg
44851;Kajuitweg
44852;Volkstuincomplex
44853;Sportpark
44854;Sportpark
44855;Brug
44856;Brug
44857;Brug
44858;Brug
44859;Brug
44860;Brug
44861;Brug
44862;Brug
44863;Brug
44864;Brug
44865;Brug
44866;Brug
44867;Brug
44868;Brug
44869;Brug
44870;Brug
44871;Brug
44872;Brug
44873;Brug
44874;Sportpark
44875;Sportpark
44876;Sportpark
44877;Sportpark
44878;Sportpark
44879;Sportpark
44880;Sportpark
44881;Sportpark
44882;Bouwterrein
44883;Bouwterrein
44884;Bouwterrein
44885;Bouwterrein
44886;Bouwterrein
44887;Bouwterrein
44888;Bouwterrein
44889;Ontgraving
44890;Aansluiting
44891;Baggerwerk
44892;Baggerwerk
44893;Beplanting
44894;Beplanting
44895;Beplanting
44896;Beplanting
44897;Beplanting
44898;Beplanting
44899;Brug
44919;Brug
44931;Volkstuinen
44932;G.L.O.
44933;G.L.O.
44934;G.L.O.
44935;G.L.O.
44936;G.L.O.
44937;G.L.O.
44938;V.O.
44939;G.L.O.
44940;V.O.
44941;V.O.
44942;G.L.O.
44943;G.L.O.
44944;G.L.O.
44945;G.L.O.
44946;G.L.O.
44947;G.L.O.
44948;G.L.O.
44949;G.L.O.
44950;G.L.O.
44951;U.L.O.
44952;G.L.O.
44953;G.L.O.
44954;V.O.
44955;A.S.V.O.
44956;G.L.O.
44957;G.L.O.
44958;V.O.
44959;G.L.O.
44960;G.L.O.
44961;G.L.O.
44962;G.L.O.
44963;G.L.O.
44964;Instituut
44965;G.L.O.
44966;G.L.O.
44967;G.L.O.
44968;School
44969;G.L.O.
44970;G.L.O.
44971;G.L.O.
44972;G.L.O.
44973;U.L.O.
44974;G.L.O.
44975;G.L.O.
44976;G.L.O.
44977;G.L.O.
44978;G.L.O.
44979;G.L.O.
44980;V.O.
44981;U.L.O.
44982;School
44983;G.L.O.
44984;G.L.O.
44985;G.L.O.
44986;G.L.O.
44987;G.L.O.
44988;G.L.O.
44989;G.L.O.
44990;G.L.O.
44991;G.L.O.
44992;G.L.O.
44993;U.L.O.
44994;U.L.O.
44995;V.O.
44996;G.L.O.
44997;G.L.O.
44998;U.L.O.
44999;Stichting
45000;U.L.O.
45001;G.L.O.
45002;V.O.
45003;G.L.O.
45004;G.L.O.
45005;G.L.O.
45006;G.L.O.
45007;G.L.O.
45008;G.L.O.
45009;G.L.O.
45010;G.L.O.
45011;G.L.O.
45012;G.L.O.
45013;G.L.O.
45014;Turnzaal
45015;U.L.O.
45016;G.L.O.
45017;Schoolzaal
45018;G.L.O.
45019;G.L.O.
45020;V.O.
45021;U.L.O.
45022;G.L.O.
45023;U.L.O.
45024;G.L.O.
45026;Brug
45027;Brug
45028;School
45031;Perceel
45032;Perceel
45033;Perceel
45034;Perceel
45035;Perceel
45036;Perceel
45037;Perceel
45038;Perceel
45039;Perceel
45040;Perceel
45041;Perceel
45042;Perceel
45043;Perceel
45044;Perceel
45045;Perceel
45046;Perceel
45047;Perceel
45048;Universiteitesbibliotheek
45049;Perceel
45050;Perceel
45051;Werf
45052;Juridisch
45053;Perceel
45054;Perceel
45055;Perceel
45056;Synagoge
45057;Perceel
45058;Amstelkerk
45059;Perceel
45060;Het
45061;Perceel
45062;Perceel
45063;Perceel
45064;Perceel
45065;Perceel
45066;Perceel
45067;Perceel
45068;Stadskwekerij
45069;Stadskwekerij
45076;Sectiepost
45077;Stadsdrukkerij
45078;Stadsdrukkerij
45080;Stadsdrukkerij
45081;Stadsdrukkerij
45082;Stadsdrukkerij
45084;Stadsdrukkerij
45085;Stadsdrukkerij
